PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
w5bG5,r4r1k/ppp1Nppp/3p4/8/5P2/1P5b/1PPK4/4R2R b - - 1 22,h3e6 h1h7 h8h7 e1h1 e6h3 h1h3,1270,86,90,228114,anastasiaMate attraction endgame long mate mateIn3 sacrifice,https://lichess.org/1IvTQSqH/black#44,
0JS8y,r6k/8/2qb1PQ1/2p5/p2p4/7P/PPP1R1P1/6K1 w - - 0 31,f6f7 d6h2 g1h2 c6g6,1299,84,81,184565,crushing discoveredAttack endgame short,https://lichess.org/MLxJqJCB#61,
0575T,1r4k1/2Q3b1/3B2pp/p7/8/4P3/KP1R1P2/5q2 b - - 2 34,f1b5 c7b8 b5b8 d6b8,1265,87,59,179655,crushing endgame short,https://lichess.org/q2W3RANR/black#68,
T3ef9,8/7p/p1p5/1p2k1p1/1P4P1/P2KP2P/8/8 b - - 0 30,h7h6 e3e4 e5d6 d3d4,1285,90,73,176841,crushing endgame pawnEndgame quietMove short,https://lichess.org/xYPb6V4h/black#60,
MS7Mo,4rrk1/5ppp/2Q5/3p4/8/1NPqp2P/PP1N2P1/R1BK3R w - - 0 21,b3c5 e3e2 d1e1 d3g3,1202,79,93,45486,advancedPawn mate mateIn2 middlegame short,https://lichess.org/z34d3EyK#41,
PK7pD,r5k1/5pp1/P1p1q2p/Q1P1p3/4P3/P4P2/4KP1P/1R6 w - - 9 35,a6a7 e6a2 e2f1 a2b1,1240,80,96,45364,crushing endgame fork short,https://lichess.org/kkl73LR5#69,
Sn6fe,8/4r1pk/pQ5p/2pP2q1/2P5/6Pb/PP3P1P/3R1RK1 w - - 1 25,f1e1 e7e1 d1e1 g5d2,1266,82,94,45309,advantage endgame short,https://lichess.org/kKGFoO8R#49,
sB8S3,3R4/8/p1p5/8/1P3p2/Pk2pK2/3p4/8 w - - 6 44,f3f4 e3e2 d8d2 e2e1q,1217,79,95,45266,advancedPawn crushing endgame promotion rookEndgame short,https://lichess.org/mi2bTEIG#87,
oNpW7,r4rk1/2q3p1/p3R1pp/1p1p4/3Pn1PP/NBP5/PP3PK1/3Q1R2 w - - 3 26,b3d5 f8f2 f1f2 c7g3 g2f1 g3f2,1288,76,95,45222,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/lTiF9a75#51,
Uog4d,4r1k1/1pp2ppp/p4nN1/q2p2B1/3P2P1/1P1Q1P2/2PK3P/6R1 w - - 2 25,d3c3 e8e2 d2e2 a5c3,1257,73,95,45143,advantage deflection middlegame short,https://lichess.org/gZOlYssC#49,
4bhj9,r1b1k2r/pppp1ppp/8/b3n2q/2B5/BQp4P/P4PP1/RN2R1K1 b kq - 1 15,c3c2 c4f7 h5f7 e1e5,1283,83,95,43763,attackingF2F7 crushing deflection fork opening short,https://lichess.org/WCieIQMS/black#30,Italian_Game Italian_Game_Evans_Gambit
pTV8S,r1b2kr1/p1p2p2/1p1q1b2/3P3Q/6p1/1P4N1/P4PPP/3RR1K1 b - - 4 24,g8g5 h5h6 f6g7 h6g5,1287,75,96,43479,crushing deflection middlegame short,https://lichess.org/NsR5DdGO/black#48,
eQHmM,3r1rk1/p1p2ppp/1p6/3N4/1PP1p2n/P3P1P1/4KP2/R6R b - - 0 27,h4f3 d5e7 g8h8 h1h7 h8h7 a1h1 f3h4 h1h4,1249,77,96,42851,anastasiaMate attraction endgame kingsideAttack mate mateIn4 sacrifice veryLong,https://lichess.org/ihARSsw7/black#54,
JupYf,r6k/1p3R2/1p2p2p/7N/p7/8/6PP/7K b - - 0 37,a4a3 h5f6 a3a2 f7h7,1296,74,95,42733,arabianMate endgame mate mateIn2 quietMove short,https://lichess.org/oxaCjFLS/black#74,
2w2YA,rn2k1nr/p1pp3p/1p2p1p1/5p2/2PPb1q1/2PB1N2/P3QPPP/R1B2RK1 w kq - 0 11,d3e4 f5e4 h2h3 e4f3 h3g4 f3e2,1290,78,95,42631,advancedPawn advantage long middlegame,https://lichess.org/t2dFZ9Lb#21,English_Defense English_Defense_Other_variations
hduEz,8/8/8/5k2/3Np3/4PnK1/5P2/8 b - - 31 69,f3d4 e3d4 f5g5 d4d5 g5f5 d5d6,1200,78,96,42568,crushing endgame long quietMove zugzwang,https://lichess.org/T3mzUdoV/black#138,
d3CvZ,r4r1k/pp2Np1p/3P2pQ/8/3n2b1/3B2P1/PPP2q1P/1K3R2 b - - 5 21,f2g2 e7g6 f7g6 f1f8 a8f8 h6f8,1294,76,96,42517,kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/FqxzJ8O6/black#42,
KDAZF,1k5r/pp1q2p1/5p2/2pP4/2P5/PP2BN2/5PK1/R2Q4 w - - 0 31,e3c5 d7h3 g2g1 h3h1,1238,79,96,41984,endgame mate mateIn2 short,https://lichess.org/S3G3zkBh#61,
6PqL8,1r3rk1/p7/3Pb2Q/p1p1Pp2/3q4/PP1B2P1/5R2/6K1 b - - 0 33,d4e5 h6g6 e5g7 g6e6,1266,79,94,40912,advantage deflection middlegame short,https://lichess.org/I18b5Uha/black#66,
x7ZhH,r1b3k1/pppp4/4p3/3q4/2P5/1K1B2PR/PP3r2/RN1Q2n1 b - - 0 22,d5d4 d3h7 g8f8 d1d4,1209,83,92,40676,crushing discoveredAttack middlegame short,https://lichess.org/KsW5FO7D/black#44,
DaDGU,r4rk1/pp4pp/4p3/1Nppq3/3n4/2n2P2/PPP3PP/R2KQB1R w - - 1 16,b2c3 e5e1 d1e1 d4c2 e1d2 c2a1,1232,75,96,40586,advantage attraction fork long middlegame,https://lichess.org/G1B6SFSq#31,Sicilian_Defense Sicilian_Defense_Marshall_Gambit
