PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
nJfRX,4r1k1/p3Nppp/1p6/2p5/2P5/1P3PqP/1P6/3R1K2 b - - 1 28,e8e7 d1d8 e7e8 d8e8,399,101,90,2625,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/E3Vb2FnG/black#56,
FIlx2,3r2k1/1R3ppp/1p6/p2P4/4rP2/P3P3/KP1B1b2/8 b - - 2 37,d8d6 b7b8 d6d8 b8d8 e4e8 d8e8,399,113,90,2467,backRankMate endgame long mate mateIn3,https://lichess.org/lF4cXq1O/black#74,
ocGh1,6k1/4q1p1/3Qp2p/p2r4/8/5N2/PP3PPP/6K1 w - - 0 32,d6e7 d5d1 f3e1 d1e1,399,110,88,2287,backRankMate endgame mate mateIn2 short,https://lichess.org/jMhBsj4S#63,
EF3bO,4r1k1/p4ppp/5r2/2pR4/8/P3PP2/1P4PP/1R4K1 b - - 0 25,e8e3 d5d8 e3e8 d8e8,399,111,91,2239,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/eCH1cFyC/black#50,
25Fj7,2r3k1/pp3ppp/5n2/4p3/8/1N2P3/PP3PPP/3R2K1 b - - 1 20,c8c2 d1d8 f6e8 d8e8,399,104,96,2187,backRankMate endgame mate mateIn2 short,https://lichess.org/itrXplI1/black#40,
EqZIC,3k4/1p2r3/p4p2/2pP4/P5p1/2N5/1PP3PP/5R1K w - - 0 29,f1f6 e7e1 f6f1 e1f1,399,109,91,2044,backRankMate endgame mate mateIn2 short,https://lichess.org/aGAH6b9s#57,
WvWVH,r1b2rk1/pppp1ppp/2n1p2B/1N2P3/6Q1/4P1P1/PPq4P/R4BKR b - - 3 13,c6e5 g4g7,399,113,96,2038,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/a7Ds1V4I/black#26,Indian_Defense Indian_Defense_London_System
Uf6bL,6k1/p2b1ppp/3R4/2p2P2/2p1r3/P1r1P2P/4BK2/R7 b - - 0 26,d7f5 d6d8 e4e8 d8e8,399,110,98,2012,backRankMate endgame mate mateIn2 short,https://lichess.org/1U46z1xN/black#52,
pe5X6,r2q1rk1/3nbppp/p1b1p3/1pppB3/3P4/2P1P3/PPQN1PPP/RB3RK1 b - - 3 13,d7e5 c2h7,399,118,94,1956,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/XvpbQ2d9/black#26,Queens_Pawn_Game Queens_Pawn_Game_London_System
jvAoW,8/5pkp/p1P2p2/1p6/2r5/8/P4PPP/3R2K1 w - - 2 28,d1d6 c4c1 d6d1 c1d1,399,115,91,1924,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/iptU9XCi#55,
Hbr64,2r3k1/1R3ppp/4p3/r2nP3/3P4/P4N2/2RN1PPP/6K1 b - - 0 27,c8c2 b7b8 c2c8 b8c8,399,107,92,1915,backRankMate endgame mate mateIn2 short,https://lichess.org/iQELOk0B/black#54,
ypAXS,r2qk1nr/pp1b1ppp/4p3/1B1pN3/5Q2/2P5/P1P2PPP/R1B1K2R b KQkq - 0 10,d7b5 f4f7,399,113,93,1883,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/eMmRljDg/black#20,French_Defense French_Defense_Advance_Variation
kxAtl,r1bqkb1r/2p1npp1/p6p/1p2p3/4P2N/1P3Q2/1PPP2PP/RNB2RK1 b kq - 1 11,e7c6 f3f7,399,110,91,1859,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/Acq2ZPNX/black#22,Ruy_Lopez Ruy_Lopez_Cozio_Defense
1sxiH,4r1k1/p4ppp/Q7/8/8/6P1/P5PP/2R1r2K w - - 1 30,c1e1 e8e1 a6f1 e1f1,399,107,92,1856,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/D2b0KvND#59,
967BM,r2r2k1/5ppp/8/p2b4/5B2/PP1R1P2/6PP/3R3K b - - 2 28,d5b3 d3d8 a8d8 d1d8,399,106,87,1839,backRankMate endgame mate mateIn2 short,https://lichess.org/GwiB78gd/black#56,
LVRwb,6k1/5ppp/1b2p3/4P3/R7/8/2r3PP/3K4 b - - 6 36,c2g2 a4a8 b6d8 a8d8,399,109,95,1830,backRankMate endgame mate mateIn2 short,https://lichess.org/K5MgeILN/black#72,
6hxGj,6k1/p1p2pp1/2p2rbp/4N3/1P4P1/P1K4P/2P5/3R4 b - - 3 28,g6h7 d1d8,399,108,96,1819,endgame mate mateIn1 oneMove,https://lichess.org/fIdgAv0G/black#56,
z9zRt,r7/p1p1r1k1/1bp4p/5p2/Q4Np1/1P4P1/1PPR1pP1/3RqK2 w - - 2 28,d1e1 f2e1q,399,113,97,1800,advancedPawn mate mateIn1 middlegame oneMove promotion,https://lichess.org/SbnLcQMv#55,
Io7QQ,r1k5/pppb3p/3q1np1/4r3/8/NP6/PBQ2PPP/3R2K1 w - - 0 21,d1d6 e5e1,399,108,95,1774,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/jlfh4191#41,
FMgdD,2rr2k1/p4p1p/1p3Q2/5p2/4pP2/2P5/PP4PP/R2q3K w - - 5 26,a1d1 d8d1,399,113,83,1763,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/4l9wIxLd#51,
BOTII,r2qk2r/p2b1ppp/3bpn2/2ppN3/5Q2/P1N1P3/1PP2PPP/R1B2RK1 b kq - 3 11,f6h5 f4f7,399,112,90,1754,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/peCOlDdi/black#22,Queens_Pawn_Game Queens_Pawn_Game_Krause_Variation
N3VcJ,r2qr1kb/1b3p1p/p1nppnpB/1p4N1/4PQ2/2N5/PPP2PPP/R3RBK1 b - - 3 15,f6h5 f4f7,399,113,97,1754,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/3DBiec1I/black#30,Sicilian_Defense Sicilian_Defense_OKelly_Variation
8HTdM,6k1/5ppp/P3p3/3p4/r2P4/1R3P2/6PP/6K1 b - - 0 34,a4a6 b3b8,399,110,94,1733,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/sBWYm9Ff/black#68,
3uGD9,r2qk2r/5Bpp/p2p2b1/2p5/P2bP1P1/2N2Q2/1PP2R1P/R5K1 b kq - 0 18,g6f7 f3f7,399,117,90,1720,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/tzlpQAxK/black#36,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
n0CRT,4r1k1/1R3p1p/p1p3p1/Pb6/8/7P/5PPK/B3R3 b - - 0 27,e8e1 b7b8 e1e8 b8e8,399,119,88,1715,endgame mate mateIn2 pillsburysMate short,https://lichess.org/sihABRo1/black#54,
SIJVG,r1bq1k1r/ppppnP2/2n4Q/2b1P3/3p3p/8/PPP3PP/RNB2RK1 b - - 2 16,h8h6 c1h6,399,112,94,1704,mate mateIn1 oneMove opening,https://lichess.org/ZoaTfITs/black#32,Scotch_Game Scotch_Game_Scotch_Gambit
VdBxD,1R6/P5p1/5p1k/r4P1p/5K1P/6P1/8/8 b - - 4 45,a5a7 b8h8,399,118,96,1703,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/LpqgQl6m/black#90,
smucK,4r1k1/1bp2pp1/ppn4p/3n1N2/B7/P5B1/2P2PPP/3R2K1 w - - 0 23,d1d5 e8e1,399,103,88,1692,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/mVLnFgVF#45,
JyQVf,r2Q3k/p1p2Rpp/8/2P5/8/P3P1P1/2q4P/5RK1 b - - 0 21,a8d8 f7f8 d8f8 f1f8,399,110,99,1681,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/AhpGBUOT/black#42,
