PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
demoh,r4r1k/4N1pp/1q1p4/p2Pp1P1/R7/2P4b/1PQ2P2/5BK1 b - - 0 25,h3f1 c2h7 h8h7 a4h4,1455,77,89,222689,anastasiaMate attraction master mate mateIn2 middlegame sacrifice short,https://lichess.org/ycXIDCVd/black#50,
hEyYN,4r1k1/p1p1qppp/3p4/3n4/3p4/PP6/2P2PPP/1R1QNK2 w - - 0 23,d1d4 e7e2 f1g1 e2e1 b1e1 e8e1,1445,79,81,220335,backRankMate deflection endgame long mate mateIn3,https://lichess.org/hVKD77tN#45,
9gea5,rn2k1nr/p5bp/2p1q3/4P1B1/6pP/5p2/PPP3P1/RN1QR1K1 b kq - 1 15,e6f7 d1d8,1497,84,51,201953,mate mateIn1 oneMove opening,https://lichess.org/YRDYhnac/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
0HdXY,8/1p3rp1/p1p2k2/3pR1p1/3P1rP1/1P1R1PKP/1P6/8 b - - 6 37,f4d4 e5f5 f6g6 d3d4,1467,82,78,166756,crushing endgame hangingPiece intermezzo rookEndgame short,https://lichess.org/KhbmFoyd/black#74,
bpRK8,8/1P1Q4/P4kpp/8/3p1P1K/6P1/7P/7q w - - 15 56,b7b8q h1h2 d7h3 g6g5 f4g5 h6g5 h4g4 h2e2,1404,75,96,60879,endgame mate mateIn4 queenEndgame veryLong,https://lichess.org/Z9pfhtfH#111,
YrZ9M,8/Q7/1p3Kpk/7p/5P2/4P1P1/7q/8 b - - 1 38,h5h4 a7g7 h6h5 g7g6,1486,80,96,52824,endgame mate mateIn2 queenEndgame short,https://lichess.org/e6wavevH/black#76,
NNjAF,Q3kb1r/2pq1pp1/3p1n1p/4p1N1/4P3/1PN5/1P1P1PPP/2B3K1 b k - 1 16,d7d8 a8d8 e8d8 g5f7 d8e8 f7h8,1478,75,96,52575,attraction crushing fork long middlegame,https://lichess.org/fR0Ccrrz/black#32,Ruy_Lopez Ruy_Lopez_Morphy_Defense
mev4t,3rr1k1/pppq1ppp/2n3n1/2B3Q1/2B5/P2P3P/1PP2PP1/R4RK1 w - - 9 19,a1d1 e8e5 g5c1 e5c5,1464,73,97,52527,advantage interference middlegame short,https://lichess.org/b0SBCVA6#37,Scandinavian_Defense Scandinavian_Defense_Boehnke_Gambit
xLul2,r1bqkb1r/ppp2ppp/2np1n2/3Np1N1/2B5/3P4/PPP2PPP/R1BQK2R b KQkq - 2 7,c8g4 d5f6 d8f6 d1g4,1430,75,95,52131,crushing opening short,https://lichess.org/KksxPBzq/black#14,Four_Knights_Game Four_Knights_Game_Italian_Variation
c4h9d,8/6k1/5bpp/pp6/2p1pPKP/P1P1r3/1P1qQ3/4R1N1 w - - 0 39,e2e3 d2g2 e3g3 h6h5,1423,76,94,51626,endgame mate mateIn2 short,https://lichess.org/tiJvRBx2#77,
LDMBw,4rrk1/pp1q1ppp/2pp1b2/4nP2/4PB2/1BQ4P/PPP2P1K/3R1R2 w - - 5 20,f1g1 e5g4 g1g4 f6c3,1476,72,96,50806,advantage discoveredAttack middlegame short,https://lichess.org/kV9LbAE0#39,
Ce8yf,r2k1b1r/pp3p1p/2n1BNq1/5pBQ/3p4/2P5/PP4PP/R5K1 b - - 0 19,f7e6 f6h7 g6g5 h5g5,1455,77,96,50480,advantage discoveredAttack discoveredCheck master middlegame short,https://lichess.org/tacxF43u/black#38,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation
RL0e0,r2qkb1r/p2n3p/1p2pn2/1BppNb2/3P4/P1N5/1PP2PPP/R2QK2R b KQkq - 1 11,a7a6 b5d7 f6d7 d1h5 f5g6 e5g6 h7g6 h5h8,1409,75,96,50108,advantage exposedKing opening veryLong,https://lichess.org/zdn3ATkW/black#22,Scandinavian_Defense Scandinavian_Defense_Other_variations
D8OlZ,5rk1/8/pp2pq1p/3b2p1/1P4QP/P7/3B1PP1/2R3K1 w - - 0 26,c1c7 f6f2 g1h2 f2d2,1433,76,96,49955,crushing endgame fork short,https://lichess.org/cBfcCgI8#51,
