PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
mDxnD,3br3/1p3pkp/pnr3p1/n1p5/P3P1N1/2P1BP2/4B1PP/1R1R2K1 w - - 8 26,e3c5 c6c5 d1d8 e8d8,803,89,100,8645,advantage hangingPiece middlegame short,https://lichess.org/9QuVR00l#51,
A1oZG,r1b2rk1/1pb2ppp/p1n3q1/2B5/1P6/P4N2/5PPP/RN1QR1K1 b - - 0 17,f8d8 d1d8 c6d8 e1e8,860,87,98,8462,backRankMate mate mateIn2 opening sacrifice short,https://lichess.org/3ZfUWEeT/black#34,Ruy_Lopez Ruy_Lopez_Cozio_Defense
h23wC,r1b3kr/pp3p1p/2nb1q1B/4pN2/3pn3/8/PPP1NPPP/R2QKB1R w KQ - 5 14,f5d6 f6f2,889,107,94,8247,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/wSR8uiSW#27,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
1ojl6,8/8/4k3/P2pp1b1/8/2B5/2P5/K7 b - - 0 44,d5d4 a5a6 d4c3 a6a7,898,86,96,8107,advancedPawn bishopEndgame crushing endgame master sacrifice short,https://lichess.org/dFnUggeL/black#88,
9KK5X,5r1k/1b4bp/pr6/2p5/Pp1qPR2/8/BPPB2Q1/4R2K b - - 0 26,g7h6 f4f8 h6f8 g2g8,882,81,97,8105,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hLDhBDqt/black#52,
DuYAe,8/4NP1k/3pK2p/8/3B4/p7/1p5P/4b3 b - - 1 52,b2b1q f7f8n,887,83,90,8042,advancedPawn endgame master mate mateIn1 oneMove promotion underPromotion,https://lichess.org/wOPxHesh/black#104,
PsLU0,5N2/3qP1pk/p4r1p/1p5P/8/8/PPP2P2/2K5 b - - 1 31,f6f8 e7f8n h7g8 f8d7,853,86,85,7966,advancedPawn crushing endgame fork hangingPiece promotion short underPromotion,https://lichess.org/dy4WsnO2/black#62,
Cal8F,8/5p2/4p1pk/8/5P2/5KP1/2rp4/3R4 b - - 1 40,h6h5 d1h1,820,79,100,7752,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/FtZ2nVui/black#80,
K8eOS,r6r/pbppk2p/1pn1pq2/4N2Q/3P1p2/2PB4/P1P3PP/R4RK1 w - - 2 15,f1f4 f6f4 h5h7 h8h7,892,77,97,7684,advantage hangingPiece middlegame short,https://lichess.org/gzRFx323#29,Owen_Defense Owen_Defense_Other_variations
awqfB,rnb1k2r/ppp2ppp/8/6N1/3qp1n1/6P1/PPPNP1BP/R1BQ2KR w kq - 3 10,e2e3 d4e3 g1f1 e3f2,891,85,96,7584,fork mate mateIn2 opening short,https://lichess.org/FRWO8yRj#19,Hungarian_Opening Hungarian_Opening_Other_variations
JyMqo,r2qk2r/1pp2p1p/p1np1np1/3Np1Q1/4P3/3P3P/PPPb1P1P/R3KB1R w KQkq - 0 10,e1d2 f6e4 d3e4 d8g5,824,79,94,7466,crushing discoveredAttack middlegame short,https://lichess.org/DdkUl062#19,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
6VznW,1k4Q1/qpp2r1p/p2b2b1/8/N7/8/PP2nPPP/3R1R1K b - - 4 25,f7f8 g8f8 d6f8 d1d8,858,98,96,7226,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/Ri6FeEi5/black#50,
jRJvN,2Q5/p4kpp/3prq2/2p5/N1P2n2/1P6/P4PPP/4R1K1 w - - 2 26,e1e6 f6a1 e6e1 a1e1,898,95,97,7080,endgame mate mateIn2 short,https://lichess.org/QWGQ1OYS#51,
iLc7O,6k1/2q1P2p/1p1p2p1/pP3n2/P7/1B5P/1P4P1/7K b - - 0 38,g8g7 e7e8n g7f8 e8c7,836,85,87,6870,advancedPawn crushing endgame fork promotion short underPromotion,https://lichess.org/zQTn1PbF/black#76,
RejBm,r2q1rk1/pp2npp1/3p1n1p/3P4/1bP1N1b1/3Q1N2/PPB2PPP/R1B1R1K1 b - - 0 14,b4e1 e4f6 g7f6 d3h7,831,80,99,6867,clearance kingsideAttack mate mateIn2 middlegame short,https://lichess.org/OMGkhCm7/black#28,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
PxhBM,5r2/p4pk1/1pQ5/3r2p1/8/5n2/P4P2/K6R b - - 1 30,f8d8 c6h6 g7g8 h6h8,886,85,96,6802,endgame mate mateIn2 short,https://lichess.org/dKVug0yU/black#60,
4ZZ1W,r2q1rk1/1pp1bpp1/pnn1p2p/8/2PPN3/3Q1P2/PPB2P1P/R1B1R1K1 b - - 2 14,c6d4 e4f6 e7f6 d3h7,882,99,96,6792,clearance kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/2kZg7etH/black#28,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
UHJyL,2r2rk1/2q2pp1/p3pn1p/1p6/3PNb2/3Q4/PPB2PP1/2R2R1K b - - 3 20,f4c1 e4f6 g7f6 d3h7,895,91,94,6771,clearance kingsideAttack mate mateIn2 middlegame short,https://lichess.org/z7FpUsjS/black#40,
0jRnE,3r1rk1/p6p/1p3P2/4K3/PP6/6RP/3p4/8 b - - 1 39,g8f7 g3g7 f7e8 g7e7,884,79,98,6720,endgame epauletteMate mate mateIn2 rookEndgame short,https://lichess.org/7S035LzP/black#78,
T3EjE,1r4k1/5pBp/p2qpPp1/1b6/p4R1Q/3P3P/1P4P1/2n4K b - - 1 31,d6d3 h4h7 g8h7 f4h4 h7g8 h4h8,873,85,97,6704,attraction long mate mateIn3 middlegame operaMate sacrifice,https://lichess.org/48pR1Qoc/black#62,
Yq2jZ,3r1rk1/pb3pbp/2q1p1p1/BNp1P2n/2P5/P2P3P/BP4P1/1R2QRK1 w - - 3 23,a5d8 c6g2,832,99,97,6645,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WforP3DL#45,
pJUtN,5r1k/ppp1B1pp/2p5/4Pb2/8/8/2PQ2PP/5qK1 w - - 0 23,g1f1 f5d3 f1e1 f8f1,898,82,94,6624,discoveredCheck doubleCheck endgame mate mateIn2 operaMate short,https://lichess.org/XH50ZbzG#45,
Jei9b,r1b1k2r/ppqp1pp1/4p3/2b4p/2PnP1n1/2NB1N1P/PP3PP1/R1BQ1RK1 w kq - 2 11,f3d4 c7h2,886,93,94,6505,mate mateIn1 oneMove opening,https://lichess.org/y7YN2nDM#21,Sicilian_Defense Sicilian_Defense_Kramnik_Variation
ibrpw,r1bq1rk1/p3ppbp/2n3p1/1p6/2BPP3/4BN2/P4PPP/R2QK2R w KQ - 0 12,c4b5 d8a5 e1f1 a5b5,890,86,96,6484,crushing fork opening short,https://lichess.org/FK1kWIYj#23,Grunfeld_Defense Grunfeld_Defense_Exchange_Variation
ls7wR,r2r2k1/1pq1bppp/p7/5Q2/4R3/1P6/PB3PPP/3R2K1 w - - 1 19,d1c1 c7c1 b2c1 d8d1 e4e1 d1e1,872,90,97,6408,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/u0lEhDYl#37,Queens_Pawn_Game Queens_Pawn_Game_Krause_Variation
oXEw9,8/5P2/p5kp/P2Q1p2/1p5K/1P4P1/1B2p2P/5q2 b - - 0 42,e2e1q f7f8n,817,88,87,6373,advancedPawn endgame master masterVsMaster mate mateIn1 oneMove promotion underPromotion,https://lichess.org/pMqkRZCm/black#84,
j65vK,3BQ3/1q3pp1/k3p1bp/2Pp4/2n4P/5P1K/r5P1/8 b - - 5 41,a2b2 e8a4 c4a5 a4a5,872,106,94,6349,endgame mate mateIn2 short,https://lichess.org/jfzd1J52/black#82,
DGEyG,rn2k2r/pQ2nppp/2p5/8/4p1b1/P4NP1/P1qP1PBP/R1B1K2R w KQkq - 1 11,f3h4 c2d1,853,76,95,6304,mate mateIn1 oneMove opening,https://lichess.org/ojw32fnh#21,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
qC8hs,8/7p/4R1pk/p7/P2K2B1/4r3/8/1r6 w - - 0 43,e6e3 b1b4 d4c5 b4g4,893,75,98,6296,crushing endgame short skewer,https://lichess.org/lOcjtQ5T#85,
xwVz3,7r/pp1b1k1P/2p5/3pn1p1/3N4/2PB2P1/P1P5/2K4R w - - 1 26,d4f5 e5d3 c2d3 d7f5,866,83,100,6237,crushing endgame short,https://lichess.org/UJNGLgBZ#51,
H3V8X,3rrbk1/1b1q1pp1/p3p1np/1p6/1P1PN2P/P2Q4/1B3PP1/1B1RR1K1 b - - 0 21,g6f4 e4f6 g7f6 d3h7,895,97,97,6214,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/cgDbgu61/black#42,
vfeQS,5rk1/2R1npp1/4p3/1p1pN2p/1p1P3P/5PP1/rP1nN3/K3R3 w - - 0 31,a1a2 f8a8 c7a7 a8a7,896,79,97,6210,anastasiaMate master mate mateIn2 middlegame short,https://lichess.org/Apszw2CH#61,
xuR1z,rnb1k2r/p4ppp/2p3qn/Q1b1p1B1/2B1P3/2N4N/PP3PPP/R4RK1 b kq - 1 12,c8h3 a5d8,887,79,98,6187,mate mateIn1 middlegame oneMove,https://lichess.org/9vND7acZ/black#24,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
8Iqwo,3r2k1/p1qn1ppp/1p6/2bQ4/8/5N2/PP3PPP/R4RK1 w - - 0 19,d5c4 c5f2 f1f2 c7c4,898,92,95,6134,crushing discoveredAttack middlegame short,https://lichess.org/EaI0e9PW#37,French_Defense French_Defense_Knight_Variation
2gNyk,6k1/5p2/5Qpp/1p6/1pq5/6nP/6PK/3R4 b - - 9 51,g3f5 d1d8 g8h7 d8h8,894,80,96,6113,endgame killBoxMate mate mateIn2 short,https://lichess.org/vGAcQbts/black#102,
gF7MH,8/5pk1/6p1/5q2/3Qp2P/6P1/6K1/8 b - - 1 50,g7h6 d4h8,894,79,98,6069,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/FS4rf2JY/black#100,
cp3IN,r1b1k2r/bpp2p2/p1n2n2/3qp3/2N3p1/1BPPB1Pp/PP3P1P/R2QRNK1 w kq - 0 16,c4e5 d5g2,885,91,96,6033,master mate mateIn1 middlegame oneMove,https://lichess.org/6mAheRBs#31,Giuoco_Piano Giuoco_Piano_Other_variations
QullW,5r1k/p6p/5Q2/2p2p1N/8/P3PnPp/5q1B/3R3K b - - 1 32,f8f6 d1d8 f6f8 d8f8,862,90,97,6009,endgame mate mateIn2 short,https://lichess.org/HK89IzQm/black#64,
2S4pH,8/8/1p6/7P/1Pkp4/5K2/8/8 b - - 0 53,c4c3 h5h6 d4d3 h6h7 d3d2 h7h8q,850,80,97,5938,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/FGbdx6h0/black#106,
8gMiE,2R5/8/2p1r1p1/1p1k1p1p/2pP1P2/2P2KP1/7P/8 b - - 7 37,e6e1 c8d8 d5e6 d8e8 e6d6 e8e1,888,80,97,5911,crushing endgame long rookEndgame skewer,https://lichess.org/z2lxRSer/black#74,
lbHbN,6r1/4R1nk/1q4p1/3p1pP1/3P4/pP6/P4PP1/1KR5 b - - 3 35,b6d4 c1h1 d4h4 h1h4,891,100,95,5910,endgame mate mateIn2 short,https://lichess.org/keIiFnnM/black#70,
7GyLm,8/4pk2/1R5P/8/p7/1p3K2/Pr6/8 w - - 0 44,a2b3 b2b3 b6b3 a4b3,825,92,97,5851,crushing endgame master rookEndgame short,https://lichess.org/aUfNNM8Q#87,
CMVEy,r1bqk1nr/ppNp1p1p/6p1/8/2BbP3/5Q2/PP1P1PPP/R1B1K2R b KQkq - 0 11,d8c7 f3f7 e8d8 f7f8,841,100,96,5817,attackingF2F7 mate mateIn2 opening short,https://lichess.org/iSPGB66S/black#22,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
W5LnL,r2qkbnr/ppp2ppp/2n1p3/8/2pP4/N4BP1/PP2PP1P/R1BQK2R b KQkq - 1 7,d8d4 f3c6 b7c6 d1d4,863,90,96,5769,crushing intermezzo opening short,https://lichess.org/5WAa4V3F/black#14,Kings_Indian_Attack Kings_Indian_Attack_Keres_Variation
YG4DA,r2q1rk1/1p1bbpp1/p1p4p/5N2/3Bn3/P4Q1P/1PP2PP1/R4RK1 w - - 0 17,f3e4 d7f5 e4f5 d8d4,821,93,94,5765,capturingDefender crushing discoveredAttack middlegame short,https://lichess.org/heM2LDxf#33,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
e8oRD,1r6/pN3p2/5k1p/6p1/2P1p1P1/4P3/4KPP1/7R w - - 1 31,b7d6 b8b2 e2d1 b2b1 d1c2 b1h1,897,84,100,5764,advantage endgame long skewer,https://lichess.org/jIi6oaN2#61,
mDMSq,rnk4N/pb1pb1pp/1pqn4/2p5/5B2/2NP4/PPP1B1PP/R2Q1RK1 w - - 1 14,f4d6 c6g2,858,83,96,5757,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/RbqozULy#27,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
x4T8Z,r5k1/p4ppp/1pp5/5Q2/3q1P2/1P6/P1PP2PP/4R2K w - - 0 24,e1e7 d4a1 e7e1 a1e1,890,76,98,5737,backRankMate endgame mate mateIn2 short,https://lichess.org/Pf8l9Ofm#47,
bu6jm,3qk2r/3pbppp/2n1p3/pr2P3/3N4/1B5P/1P3QP1/R1B2RK1 b k - 1 18,c6d4 f2f7,800,96,96,5736,attackingF2F7 master mate mateIn1 middlegame oneMove,https://lichess.org/DTQq7xPj/black#36,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
8XwUf,r2q1rk1/ppp2pp1/2np3p/4p1N1/4P1b1/2NP4/PPPQBPPP/1K1R3R b - - 0 11,d8g5 d2g5 h6g5 e2g4,836,85,93,5724,capturingDefender crushing middlegame short,https://lichess.org/t29VtkSw/black#22,Four_Knights_Game Four_Knights_Game_Other_variations
LnJ05,r4r2/ppbn2pk/3pp2p/PPp1p1q1/2P1Pn2/1Q1P3P/3N1PPN/R1B2RK1 w - - 4 19,d2f3 g5g2,893,94,96,5688,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/B3JMnciV#37,Bishops_Opening Bishops_Opening_Berlin_Defense
ZRshw,8/8/8/p3k1p1/2P4r/1P6/R1K5/8 w - - 9 67,c2c3 h4h3 c3b2 h3h2,862,87,96,5684,crushing endgame master masterVsMaster rookEndgame short,https://lichess.org/dxfTbpUB#133,
WMEHe,2N5/1Qbp4/4p3/2q3k1/8/8/P4RP1/6Kr w - - 1 34,g1h1 c5c1 f2f1 c1f1,868,84,97,5670,endgame mate mateIn2 short,https://lichess.org/NZVAyCnZ#67,
V1hUI,r1br2k1/4bp1p/p3pnpQ/1pq3N1/4N3/2P5/P1B2PPP/R3R1K1 b - - 5 23,f6e4 h6h7 g8f8 h7f7,843,96,97,5659,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/020xFd3W/black#46,
CeYJV,5k2/pp2bP2/5qpp/8/6P1/7K/P3Q2P/8 b - - 6 43,e7d6 e2e8 f8g7 e8g8,842,87,94,5599,endgame master masterVsMaster mate mateIn2 short superGM,https://lichess.org/3vUR03st/black#86,
UNzTu,r4k2/4bPpr/pp6/2p5/P3QB2/5n2/1P3P1q/R3R2K w - - 0 23,f4h2 h7h2,800,95,95,5584,arabianMate mate mateIn1 middlegame oneMove,https://lichess.org/nK07sm7C#45,
v5qPA,1b5r/1P1P1kp1/4p1pr/8/1P1Bp3/6P1/5P2/2R1R1K1 w - - 0 38,d4b6 h6h1 g1g2 h8h2,885,98,97,5581,blindSwineMate endgame mate mateIn2 short,https://lichess.org/h2l89jRe#75,
Kdfmd,R7/6P1/8/p5r1/5K1k/8/8/8 b - - 0 49,g5g7 a8h8 g7h7 h8h7,854,92,95,5515,endgame mate mateIn2 rookEndgame short,https://lichess.org/svC3KKga/black#98,
dXR5i,r1bqk2r/pppp1ppp/8/4pP2/4Pn2/2NPQ3/PPP3PP/R3K1NR w KQkq - 1 10,g2g3 f4g2 e1d2 g2e3,858,77,97,5515,crushing fork middlegame short,https://lichess.org/OJBJ9AkM#19,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
LfJJa,r1bqnr2/3pbkp1/pp2ppp1/n3P3/P1pP2QN/2N4P/BPP2P2/R1B2RK1 b - - 3 15,g6g5 g4h5 f7g8 h4g6,898,88,95,5473,crushing middlegame short,https://lichess.org/eoIfwJLS/black#30,Sicilian_Defense Sicilian_Defense_Closed
GYx8h,5k2/1R6/5K2/5P1P/2rr2P1/8/8/8 b - - 12 63,d4g4 b7b8 c4c8 b8c8,855,79,98,5445,endgame mate mateIn2 rookEndgame short,https://lichess.org/11s8tMJK/black#126,
qgaVs,r4rk1/p1pp1p1p/3b1B2/2p5/8/1P2PN2/P1P2P1P/2KR3b b - - 1 14,h1f3 d1g1 d6g3 g1g3 f3g4 g3g4,883,88,97,5387,endgame fork long mate mateIn3 pillsburysMate,https://lichess.org/s6sHA6Iy/black#28,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
JC6te,1k5r/p7/Qp1p3r/2pP4/4P1p1/1P4q1/P4R1P/3BR1K1 w - - 0 34,h2g3 h6h1 g1g2 h8h2,896,85,95,5385,blindSwineMate endgame mate mateIn2 short,https://lichess.org/dprfZ92F#67,
