PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
JQ3Gf,8/7p/4kpp1/2N1p1P1/4bP2/6P1/2nK4/8 b - - 1 50,e6d5 g5f6 d5c5 f6f7,2201,86,88,201774,advancedPawn advantage endgame sacrifice short,https://lichess.org/oiyJCyX7/black#100,
7VtXw,Q7/p4R1p/1k1p2p1/1pp2b2/3b4/1B6/PPKBq1PP/R7 w - - 7 29,c2c1 e2f1 b3d1 f1c4 d2c3 d4e3,2284,88,93,195820,deflection doubleBishopMate long mate mateIn3 middlegame,https://lichess.org/Covos1ge#57,
AaI3E,5rk1/4pp2/p2q2pQ/8/r2Nb1P1/2P5/P7/K2R1R2 b - - 2 25,d6a3 h6f8 g8f8 d4e6 f8g8 d1d8 g8h7 f1f7 h7h6 d8h8,2269,76,95,185139,anastasiaMate attraction deflection mate mateIn5 middlegame pin sacrifice veryLong,https://lichess.org/O0D0z5fr/black#50,
ZOLhk,rn1q3r/1pk3pp/1bp5/4N3/P1BPn1b1/B1p5/6PP/RN1Q1RK1 w - - 1 18,d1g4 d8d4 g1h1 d4g1 f1g1 e4f2,2260,83,94,180661,long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/inckh53U#35,Bird_Opening Bird_Opening_Froms_Gambit
tyuig,r3k2r/2p2p2/p1ppb3/2b1P1p1/3q2n1/2NB2B1/PPPQ2PP/R4R1K w kq - 2 17,d2g5 d4g1 f1g1 h8h2 g3h2 g4f2,2236,96,93,176730,kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/FMf5IQqn#33,Scotch_Game Scotch_Game_Classical_Variation
v7SLw,2r2rk1/5ppp/3pb3/ppq1bN2/3N2Q1/2P4R/6PP/2R4K b - - 3 26,e5d4 f5e7 g8h8 h3h7 h8h7 g4h4 c5h5 h4h5,2236,89,94,176633,anastasiaMate attraction fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/oxzLPjZJ/black#52,
B70p8,2rq1rk1/p3bppp/1p2p3/3p3P/1n1P1Bn1/2Pb1N2/PP1N1PP1/1BKRQ2R w - - 7 16,a2a3 b4a2 b1a2 c8c3 b2c3 e7a3,2223,85,94,169597,bodenMate deflection long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/J9xKmf9Z#31,Queens_Pawn_Game Queens_Pawn_Game_London_System
L4ziC,8/pp5p/6p1/7k/5R1P/1B4PK/P3q3/8 b - - 6 45,e2e1 g3g4 h5h6 g4g5 h6h5 b3d5 e1h4 f4h4,2209,86,89,168813,crushing endgame veryLong,https://lichess.org/hwfcxnYv/black#90,
ac7ME,3r2k1/pp3p1p/6pQ/5b2/3Np3/1P5P/q1r2PPK/B2R4 b - - 1 31,c2f2 h6g7 g8g7 d4f5 g7g8 d1d8,2209,72,92,164796,attraction discoveredAttack discoveredCheck doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/Ei7YLMn6/black#62,
vkLUv,5k2/pp2rN1p/6p1/2NQn3/8/8/Prq3PP/5R1K b - - 0 29,e7f7 d5d8 f8g7 c5e6 g7h6 d8h4,2257,85,94,164375,anastasiaMate exposedKing long mate mateIn3 middlegame,https://lichess.org/bLiCqYGz/black#58,
4VfQN,7k/3Q2bp/5qp1/2pB4/8/8/Pr4PP/4R1K1 w - - 1 27,e1f1 f6f2 f1f2 b2b1 f2f1 g7d4 g1h1 b1f1,2254,76,93,161434,backRankMate collinearMove deflection endgame mate mateIn4 sacrifice veryLong,https://lichess.org/Ojrz85Lb#53,
YU4ss,6k1/5pp1/2P1b3/1nN4p/4R3/5P1P/rK4P1/3R4 w - - 7 34,b2b1 b5a3 b1c1 a2c2,2241,67,93,160376,endgame mate mateIn2 short,https://lichess.org/OGinpnWr#67,
4CM9y,7r/p1N1p2p/2BP2pk/8/1pp2RP1/3b3P/Pb6/3K4 b - - 0 29,e7d6 g4g5 h6g5 c7e6 g5h5 c6f3 h5h6 f4h4,2268,86,94,159355,anastasiaMate attraction endgame mate mateIn4 veryLong,https://lichess.org/Hr4FcmKD/black#58,
3urVs,8/2p5/k2p1p2/1pp2P2/4P2K/1P6/2P5/8 b - - 0 34,c5c4 b3c4 b5c4 h4h5,2286,80,79,159196,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/BocECEfX/black#68,
rU9Ma,r4r1k/pppqN2p/3p3R/4p1Q1/4P3/3P2P1/PP5P/n5K1 b - - 2 23,f8g8 g5f6 g8g7 h6h7 h8h7 f6h4,2231,83,94,158842,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/9zJJ8nLm/black#46,
XFx0n,1r1q1r1k/p1p3pp/3b4/3B3b/3p1p2/2PP3P/PP1Q1PP1/R1B2RK1 w - - 0 17,c3d4 d6b4 d2c2 d8d5,2202,85,90,158124,advantage discoveredAttack middlegame short,https://lichess.org/NKN9tk0b#33,Four_Knights_Game Four_Knights_Game_Italian_Variation
S95fD,r4r1k/4b2R/p1n1N1p1/8/qp6/4Qp2/PPP5/1K1R4 b - - 0 24,h8h7 e3h6 h7h6 d1h1 e7h4 h1h4,2217,92,93,152795,anastasiaMate attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/IGe6d0UI/black#48,
