PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
BrdUC,r2q1rk1/ppp1b1pp/3p2n1/3P1b2/3QNP2/1P4PP/PB4B1/R4RK1 b - - 0 18,f5e4 d4g7,585,83,96,10269,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ICkFdtMY/black#36,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
AMlVd,r4rk1/pp1qbpp1/2ppbn1p/8/2PQN3/1P4P1/PB2PPBP/3R1RK1 b - - 7 13,f6e4 d4g7,505,100,97,5302,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/MiukN5gq/black#26,English_Opening English_Opening_Kings_English_Variation
4j9Aj,r3r1k1/1Nppqp1p/2pb2pB/p7/2b5/2P2Q1R/PP3PPP/3R2K1 w - - 18 22,b7d6 e7e1 d1e1 e8e1,505,102,95,4544,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/5q2lsXlI#43,
aTc5Q,5rk1/4R3/3B2K1/1p1b4/p2P4/P1P4p/8/8 b - - 5 47,f8f2 e7e8 f2f8 e8f8,586,104,97,4496,endgame mate mateIn2 operaMate short,https://lichess.org/s2oBHzPi/black#94,
yZXbn,rn3rk1/1pp2ppp/1b6/pP2p1q1/P7/2PPPP1P/R2NK3/3Q1B1R w - - 3 16,d2e4 g5e3,555,81,91,4228,mate mateIn1 middlegame oneMove swallowstailMate,https://lichess.org/R1ARlXDP#31,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
bfw6Q,r4rk1/ppp3p1/1bn2q1p/3ppB2/8/2PP1NP1/PP2QP1P/R4R1K w - - 0 18,f5h3 f6f3 e2f3 f8f3,566,78,96,4107,advantage kingsideAttack middlegame short,https://lichess.org/8FNJxwCG#35,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
4BL4G,r1q1bnk1/4R1p1/p5rp/1p1pBp1Q/3PpN2/P7/1P3PPP/2R3K1 w - - 2 31,f4g6 c8c1 h5d1 c1d1,532,88,97,3938,backRankMate hangingPiece mate mateIn2 middlegame short,https://lichess.org/UbhEPt3b#61,
wFE4h,rnbqk2r/ppp2pp1/3p1n1p/2b1p1P1/2B1P3/5Q1N/PPPP1P1P/RNB1K2R b KQkq - 0 6,f6g4 f3f7,520,86,90,3860,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/0xIyfyUZ/black#12,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
qQZrQ,3r1b1k/1R6/3p1N2/4p3/5p2/8/5KP1/8 b - - 9 50,d6d5 b7h7,509,98,96,3824,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/7e68wew7/black#100,
LESo0,2r3k1/p4ppp/r3p3/3p1PPP/8/1PnQ4/P1P4R/K1qR4 w - - 0 27,d1c1 a6a2,551,101,90,3779,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/9z1RezLs#53,
7oGQc,r1r4k/1bq2p1p/p3pNp1/3p4/3P1Q2/P6R/5PPP/R5K1 b - - 3 29,c7f4 h3h7,518,104,92,3777,arabianMate kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/93i0jlbc/black#58,
lqmxG,1r3r1k/1ppqb1p1/3p3p/5pn1/P1PQp3/4NbP1/1B1P1PBP/4RRK1 b - - 0 24,f3g2 d4g7,516,105,92,3687,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dqjjBXCZ/black#48,
ujCVh,k7/p4pp1/2N2n1p/1R6/8/P5P1/3r2PP/4K3 b - - 3 32,d2c2 b5b8,559,100,92,3550,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/7MDB6naC/black#64,
UWZ5I,4r3/ppbk1p2/2p1q3/8/3P3R/2P2Q2/PP1B1PP1/6K1 w - - 1 24,h4h7 e6e1 d2e1 e8e1,540,103,96,3495,endgame master mate mateIn2 pillsburysMate sacrifice short,https://lichess.org/HraM35sG#47,
lRB2t,rnbqkbnr/pp2pppp/8/4N3/4p3/1QPp4/PP3PPP/RNB1KB1R b KQkq - 1 6,b8d7 b3f7,592,108,96,3472,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/BUz7sTej/black#12,
puat9,r1b1k2r/ppp4p/2n1pq2/3p2p1/4n3/2P1P2P/PP3PPB/RN1QKB1R w KQkq - 0 11,b1d2 f6f2,544,100,96,3394,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/oLJuqfPR#21,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation
NU13z,5Q2/1p1K4/6k1/2p5/p7/P6P/1P2q3/8 b - - 2 48,e2d3 f8d6 d3d6 d7d6,580,89,97,3380,crushing endgame master queenEndgame short,https://lichess.org/GNdDdU8p/black#96,
A2Wz4,r2rq2k/pp2N1pQ/1n3p2/8/4R3/8/PPP3PP/4R2K b - - 0 22,h8h7 e4h4 e8h5 h4h5,523,103,90,3371,anastasiaMate master mate mateIn2 middlegame short,https://lichess.org/MALlRQjZ/black#44,
uxRkH,5b1k/2R5/5Npp/4P3/1p4P1/4r2P/P7/1K6 b - - 2 37,e3e5 c7h7,503,94,96,3337,arabianMate endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/SGOW8Jud/black#74,
y1204,8/4p3/6p1/5k1p/p7/6rP/2KB2P1/3N4 b - - 7 42,g3g2 d1e3 f5f4 e3g2,565,97,90,3304,advantage discoveredCheck doubleCheck endgame fork master short,https://lichess.org/ZoDzXCqO/black#84,
